,file,parsed,entities,labels,position_start,position_end
PMC7466444,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7466444\sections\1_body\5_ethics_statement\1_p.xml,"The animal studies were performed according to the guidelines and regulations of the Institute of Laboratory Animal Science, Peking Union Medical College and Chinese Academy of Medical Science (Beijing, China). Efforts were made to minimize the number of animals in the studies. The use of rhesus macaque in research at the Institute of Laboratory Animal Science was approved by the Institutional Animal Care and Use Committee (Protocol number #XC17001).","[the Institute of Laboratory Animal Science, Peking Union Medical College, Chinese Academy of Medical Science (Beijing, China, the Institute of Laboratory Animal Science, the Institutional Animal Care and Use Committee, XC17001]","['ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'PRODUCT']","[81, 158, 203, 320, 379, 445]","[153, 201, 208, 362, 426, 452]"
PMC7468525,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7468525\sections\1_body\5_ethics_statement\1_p.xml,All patients gave informed consent and the use of tumor samples was approved by the Hospital La Fe (Spain) Ethics Committee.,"[the Hospital La Fe, Ethics Committee]","['ORG', 'ORG']","[80, 107]","[98, 123]"
PMC7472694,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7472694\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Nanjing Medical University Institution Review Board (PJ2004-030-001). Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Nanjing Medical University Institution Review Board],['ORG'],[71],[122]
PMC7472722,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7472722\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee of the Peking University Health Science Center.,[the Ethics Committee of the Peking University Health Science Center],['ORG'],[46],[113]
PMC7472958,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7472958\sections\1_body\6_ethics_statement\1_p.xml,This study was approved by The West China Hospital research ethics committee. Written informed consent was waived per the committee approval because of the retrospective nature of the analysis.,[The West China Hospital],['ORG'],[27],[50]
PMC7473208,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7473208\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Research Ethics Committee of the First Affiliated Hospital, College of Medicine, Zhejiang University. The patients/participants provided their written informed consent to participate in this study.","[the Research Ethics Committee, the First Affiliated Hospital, College of Medicine, Zhejiang University]","['ORG', 'ORG']","[71, 104]","[100, 175]"
PMC7477045,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7477045\sections\1_body\7_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Commission for the Ethical Use and Care of Animals, Grisons, Switzerland.","[the Commission for the Ethical Use and Care of Animals, Grisons, Switzerland]","['ORG', 'GPE', 'GPE']","[46, 102, 111]","[100, 109, 122]"
PMC7477074,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7477074\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the ethics committee of the Landesuntersuchungsamt Rheinland-Pfalz, permission number 177-07/G 19-1-088.","[the Landesuntersuchungsamt Rheinland-Pfalz, 177-07, 19]","['FAC', 'DATE', 'CARDINAL']","[70, 132, 141]","[112, 138, 143]"
PMC7479063,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7479063\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institutional Animal Care and Use Committee (IACUC) of Central South University.,"[the Institutional Animal Care and Use Committee (IACUC, Central South University]","['ORG', 'ORG']","[46, 105]","[100, 129]"
PMC7479182,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7479182\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the institutional review board of Peking University Cancer Hospital. The patients/participants provided their written informed consent to participate in this study.,[Peking University Cancer Hospital],['ORG'],[105],[138]
PMC7479240,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7479240\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the hospital Ethics Committee of The First Hospital of Jilin University. The patients/participants provided their written informed consent to participate in this study.,[the hospital Ethics Committee of The First Hospital of Jilin University],['ORG'],[71],[142]
PMC7480022,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7480022\sections\1_body\5_ethics_statement\1_p.xml,"For using non-human animals in the study, the project was reviewed and approved by the Research Ethics Review Committee of Kerman University of Medical Sciences, approval ID IR.KMU.REC.1398.084.","[the Research Ethics Review Committee of Kerman University of Medical Sciences, ID IR.KMU.REC.1398.084]","['ORG', 'ORG']","[83, 171]","[160, 193]"
PMC7484971,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7484971\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the First Affiliated Hospital of Zhengzhou University. The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, the First Affiliated Hospital of Zhengzhou University]","['ORG', 'ORG']","[71, 91]","[87, 144]"
PMC7494730,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7494730\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Institutional Review Board of the University of Tokyo Hospital (11044). The patients/participants provided their written informed consent to participate in this study.,"[the Institutional Review Board, the University of Tokyo Hospital, 11044]","['ORG', 'ORG', 'DATE']","[71, 105, 139]","[101, 137, 144]"
PMC7494731,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7494731\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Xinqiao Ethics Committee. The patients/participants provided their written informed consent to participate in this study.,[Xinqiao Ethics Committee],['ORG'],[71],[95]
PMC7494742,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7494742\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Xiangya Hospital of Central South University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Xiangya Hospital of Central South University Ethics Committee.,"[the Ethics Committee of Xiangya Hospital of Central South University, the Xiangya Hospital of Central South University Ethics Committee]","['ORG', 'ORG']","[71, 283]","[139, 348]"
PMC7500210,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7500210\sections\1_body\5_ethics_statement\1_p.xml,This study was reviewed and approved by Research Ethics Committee of Dr. Amaral Carvalho Hospital–Jahu-SP- Brazil (CEPHAC—2.917.389). The patients/participants provided their written informed consent to participate in this study.,"[Research Ethics Committee, Brazil]","['ORG', 'GPE']","[40, 107]","[65, 113]"
PMC7500244,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7500244\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Ethics Committee of Shandong University of Technology.,"[Animal Ethics Committee, Shandong University of Technology]","['ORG', 'ORG']","[46, 73]","[69, 106]"
PMC7505950,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7505950\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committees of Zhengzhou University. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Animal Welfare Committee of Zhengzhou University.,"[Ethics Committees, Zhengzhou University, Animal Welfare Committee, Zhengzhou University]","['ORG', 'ORG', 'ORG', 'ORG']","[71, 92, 256, 284]","[88, 112, 280, 304]"
PMC7506071,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7506071\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Affiliated Drum Tower Hospital of Nanjing University Medical school. The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, Nanjing University Medical]","['ORG', 'ORG']","[71, 129]","[87, 155]"
PMC7511512,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7511512\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Hospital Board of Vinmec International Hospital in Hanoi. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin. Written informed consent was obtained from the individual(s), and minor(s)' legal guardian/next of kin, for the publication of any potentially identifiable images or data included in this article.","[Hospital Board of Vinmec International Hospital, Hanoi]","['ORG', 'GPE']","[71, 122]","[118, 127]"
PMC7516035,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7516035\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The Human Ethical Committee at fuwai hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by The Animal Ethical Committee at Fuwai Hospital.,"[The Human Ethical Committee, The Animal Ethical Committee, Fuwai Hospital]","['ORG', 'ORG', 'FAC']","[71, 260, 292]","[98, 288, 306]"
PMC7522314,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7522314\sections\1_body\5_ethics_statement\1_p.xml,The animal studies were reviewed and approved by University of New Mexico Health Sciences Center and University of Utah Health IACUCs.,[University of New Mexico Health Sciences Center and University of Utah Health],['ORG'],[49],[126]
